ID;pH;EC;Na;K;MO;Kdisp;Silt;ECEC;BD;CEC;Ca;Mg;Sand;Clay;SQIw;SAVI;EVI;NDWI;NDVI;NDMI;NDII;GCI;clase;X;Y;dpto;prov;dist;Culitvo priorizado;Textura;TS;GM;ZV;CL;EG;MP;SSST;ECP;EMP;EPP;ESP;CM;CK;MK;CMK;DC;FC;NDC;GR;SK;SA;Pmon;Pan;Tmin;Tmax;Tavg;Slope;Hillshade;Orientition;Elevation;TPI;TRI;TWI;Precipitation;Temperature
263;7.6;17.5;2.6;0.8;1.5;229;43.93;34.2;1.47;20.7;22.3;6.5;32.69;23.38;0.57;0.39;0.54;-0.3;0.49;0.28;0.17;0.93;Bajo;587670;9438037;Piura;Morropon;Chulucanas;Mango;Loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;65.2;19.01;2.34;7.6;3.43;27.88;8.13;36;134.35;1184.48;-1050.13;3.37494935;NA;NA;12.92;155;18.14;30.05;24.09;1.62;180;270;82;0.061;1.391;8.542;185.13;24.8
264;7.6;5.21;2.7;2.1;2.9;460.8;37.93;31.9;1.43;22.7;16.5;8.6;26.69;35.38;0.49;0.27;0.35;-0.3;0.32;0.2;0.1;0.72;Bajo;587523;9437654;Piura;Morropon;Chulucanas;Mango;Clay loam;Solonetz;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;51.72;26.96;6.58;8.46;1.92;7.86;4.1;11.95;193.12;981.66;-788.54;4.06678478;NA;NA;12.92;155;18.14;30.05;24.09;1.62;180;180;88;3.204;1.399;8.575;183.94;24.8
265;7.9;24.82;2.7;1.3;2.7;298.4;37.93;38.3;1.43;20.9;22.6;9.7;26.69;35.38;0.49;0.27;0.35;-0.31;0.33;0.29;0.17;0.95;Bajo;587743;9437589;Piura;Morropon;Chulucanas;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;59.01;25.33;3.39;7.05;2.33;17.38;7.46;24.85;165.09;1285.06;-1119.97;2.89494981;NA;NA;12.92;155;18.14;30.05;24.09;4.88;189;270;84;0.367;1.637;7.459;184.43;24.8
266;7.3;21.79;0.1;1.6;0.6;348.4;13.93;10.7;1.61;20.1;5.6;1.4;80.69;5.38;0.46;0.11;0.14;-0.32;0.14;0.12;0.03;0.66;Bajo;587961;9437863;Piura;Morropon;Chulucanas;Mango;Loamy sand;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline soil;52.34;13.08;14.95;0.93;4;3.5;0.88;4.38;82.48;291.58;-209.1;0;NA;NA;12.75;153;18.17;30.03;24.08;1.63;183;270;85;0.796;1.229;8.564;185.67;24.8
267;7.5;43.17;0.1;0.2;0.9;70.8;59.78;16.5;1.48;17.9;8.8;4.9;27.12;13.1;0.48;0.36;0.5;-0.24;0.42;0.4;0.27;1.38;Bajo;614549;9420602;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;53.33;29.7;1.21;0.61;1.8;44;24.5;68.5;28.63;528.68;-500.05;0;NA;NA;16.33;196;18.4;29.78;24.09;2.29;183;314.88;118;0.122;1.586;8.553;238.32;24.9
268;7.6;14.1;0.4;0.4;0.9;99.6;53.78;17.9;1.46;17.4;10.5;4.6;25.12;21.1;0.63;0.51;0.74;-0.27;0.58;0.43;0.31;1.55;Bajo;612144;9421573;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;58.66;25.7;2.23;2.23;2.28;26.25;11.5;37.75;46.32;597.82;-551.5;0;NA;NA;16.08;193;18.38;29.79;24.09;1.62;180;180;114;-0.184;2.067;8.869;234.99;24.89
269;7.6;6.9;2;0.8;1.3;175.1;51.78;30;1.47;15.9;18.4;6.8;29.12;19.1;0.51;0.42;0.61;-0.27;0.49;0.39;0.26;1.34;Bajo;612333;9421292;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;61.33;22.67;2.67;6.67;2.71;23;8.5;31.5;115.96;1016;-900.04;1.90466833;NA;NA;16.17;194;18.35;29.78;24.06;3.63;174;116.47;117;0.122;1.493;8.085;233.67;24.9
270;7.3;14.91;1.3;1;1.3;238.4;53.78;21.1;1.47;15.9;12.4;3.9;27.12;19.1;0.46;0.5;0.69;-0.27;0.58;0.38;0.25;1.32;Bajo;612325;9421163;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;58.77;18.48;4.74;6.16;3.18;12.4;3.9;16.3;96.53;666.64;-570.11;0.92798629;NA;NA;16.17;194;18.35;29.78;24.06;5.12;183;341.49;115;-1.51;1.514;7.739;233.15;24.9
271;7.6;15.6;1.2;0.7;1.9;149.8;53.78;27.15;1.48;16.8;17.9;5.1;31.12;15.1;0.4;0.42;0.61;-0.27;0.49;0.37;0.26;1.29;Bajo;612388;9421204;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.93;18.78;2.58;4.42;3.51;25.57;7.29;32.86;88.07;946.06;-857.99;0;NA;NA;16.17;194;18.35;29.78;24.06;5.14;189;288.36;116;-0.612;1.192;7.736;233.67;24.9
272;7.8;11.19;0.3;0.5;2.1;107.6;65.78;23.55;1.43;16.9;14.6;5.9;11.12;23.1;0.67;0.15;0.19;-0.29;0.18;0.19;0.09;0.72;Bajo;613541;9420530;Piura;Morropon;Buenos Aires;Banano;Silty loam;Leptosols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;62;25.05;2.12;1.27;2.47;29.2;11.8;41;54.63;817.34;-762.71;0;NA;NA;16.08;193;18.38;29.77;24.08;3.24;180;236.42;119;-0.347;1.611;8.22;234.4;24.9
273;7.6;6.05;0.5;0.8;1.7;220.8;53.78;22;1.45;15.9;12.6;5.6;23.12;23.1;0.68;0.51;0.73;-0.26;0.58;0.4;0.28;1.43;Medio;612125;9421233;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;57.27;25.45;3.64;2.27;2.25;15.75;7;22.75;70.62;719.9;-649.28;0;NA;NA;16.17;194;18.35;29.78;24.06;3.62;183;206.66;117;0.367;1.305;8.086;233.48;24.88
274;7.4;10.92;0.4;0.5;1.1;127;43.78;16.9;1.5;17.3;9.3;4.7;39.12;17.1;0.6;0.47;0.66;-0.29;0.55;0.42;0.3;1.53;Bajo;612049;9421339;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;55.03;27.81;2.96;2.37;1.98;18.6;9.4;28;49.79;546.62;-496.83;0;NA;NA;16.17;194;18.35;29.78;24.06;1.63;177;90;118;0.224;1.217;8.895;234.05;24.86
275;7.6;5.58;1.5;0.2;2.1;68.8;43.64;30.5;1.49;16.9;20.5;6.3;37.7;18.66;0.54;0.5;0.72;-0.27;0.58;0.41;0.29;1.44;Muy bajo;612472;9421381;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;67.21;20.66;0.66;4.92;3.25;102.5;31.5;134;77.71;1095.5;-1017.79;0;NA;NA;16.17;194;18.35;29.78;24.06;5.85;172;56.42;117;0.122;1.48;7.607;234.37;24.9
276;7.6;44.96;0.8;0.5;1.4;158.6;61.64;22.5;1.46;15.9;14;5.2;19.7;18.66;0.51;0.48;0.67;-0.27;0.56;0.35;0.23;1.25;Bajo;612296;9421127;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;62.22;23.11;2.22;3.56;2.69;28;10.4;38.4;65.34;772.34;-707;0;NA;NA;16.17;194;18.35;29.78;24.06;6.68;183;345.91;117;0.367;1.746;7.474;232.95;24.9
277;7.2;23.5;0.8;0.3;1.1;89.2;59.64;16.8;1.45;18.2;9.5;4.2;19.7;20.66;0.56;0.3;0.41;-0.24;0.35;0.31;0.21;1.06;Bajo;615793;9420807;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;56.55;25;1.79;4.76;2.26;31.67;14;45.67;50.14;542.64;-492.5;0;NA;NA;16.58;199;18.39;29.8;24.09;3.24;180;225.12;120;-1.102;1.898;8.235;241.5;24.9
278;7.5;19.28;1;0.2;1.1;62.7;45.64;23.3;1.5;17.3;14.5;5.1;37.7;16.66;0.39;0.51;0.73;-0.27;0.58;0.37;0.25;1.28;Muy bajo;612031;9421493;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;62.23;21.89;0.86;4.29;2.84;72.5;25.5;98;57.17;792.2;-735.03;0;NA;NA;16.08;193;18.38;29.79;24.09;6.88;189;314.88;117;1.551;2.365;7.433;234.49;24.87
279;7.7;7.99;0.2;0.3;1.5;63.6;45.64;22.35;1.49;17.9;14.2;5.4;35.7;18.66;0.66;0.26;0.36;-0.31;0.32;0.39;0.27;1.32;Bajo;614404;9420674;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;63.53;24.16;1.34;0.89;2.63;47.33;18;65.33;41.88;785.46;-743.58;0;NA;NA;16.08;193;18.39;29.77;24.07;1.63;183;270;116;-0.592;1.749;8.887;238.04;24.9
280;7.6;6.7;1.1;0.4;1;128.3;39.64;23.15;1.53;16.9;15.5;3.9;47.7;12.66;0.29;0.34;0.46;-0.27;0.39;0.33;0.2;1.12;Muy bajo;612577;9421348;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;66.95;16.85;1.73;4.75;3.97;38.75;9.75;48.5;67.63;805.18;-737.55;0;NA;NA;16.17;194;18.35;29.78;24.06;3.25;186;270;117;0.612;1.563;8.192;234.55;24.9
281;7.7;15.76;1.4;0.3;2;106.7;53.64;23.1;1.46;16.4;14.2;5;25.7;20.66;0.41;0.47;0.66;-0.29;0.55;0.4;0.28;1.4;Muy bajo;612019;9421328;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;61.47;21.65;1.3;6.06;2.84;47.33;16.67;64;71.2;776.82;-705.62;0.92238919;NA;NA;16.17;194;18.35;29.78;24.06;1.62;180;201.88;119;1.755;1.89;8.895;234.05;24.86
282;7.4;14.95;1.8;0.2;1.1;55.6;49.64;24.2;1.5;17;14.4;5.3;37.7;12.66;0.32;0.5;0.71;-0.27;0.58;0.4;0.28;1.41;Muy bajo;612184;9421626;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;59.5;21.9;0.83;7.44;2.72;72;26.5;98.5;77.41;794.54;-717.13;2.29213495;NA;NA;16.08;193;18.38;29.79;24.09;3.63;186;296.47;112;-0.49;1.981;8.048;235.49;24.89
283;7.9;11.9;1;0.7;1.5;148.3;49.64;21.2;1.49;16.4;13.4;4.1;33.7;16.66;0.26;0.52;0.75;-0.27;0.6;0.43;0.32;1.58;Muy bajo;612084;9421213;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;63.21;19.34;3.3;4.72;3.27;19.14;5.86;25;76.87;716.2;-639.33;0;NA;NA;16.17;194;18.35;29.78;24.06;3.24;180;180;116;-0.184;1.757;8.194;233.62;24.85
284;8;6.81;0.2;0.3;2.3;79.5;54.5;20.5;1.47;17.9;13.1;4.9;27.05;18.45;0.55;0.41;0.58;-0.3;0.48;0.42;0.3;1.43;Bajo;614420;9420731;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline soil;63.9;23.9;1.46;0.98;2.67;43.67;16.33;60;39.93;722.46;-682.53;0;NA;NA;16.08;193;18.39;29.77;24.07;4.59;174;134.88;117;-0.429;2.259;7.856;238.41;24.9
285;8;72.34;0.9;0.8;2.1;175.7;56.5;25.7;1.46;17.3;17.4;4.6;25.05;18.45;0.42;0.56;0.81;-0.28;0.63;0.43;0.31;1.55;Bajo;611931;9421343;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.7;17.9;3.11;3.5;3.78;21.75;5.75;27.5;83.72;909.62;-825.9;0;NA;NA;16.17;194;18.35;29.78;24.06;10.28;198;251.64;117;3.51;4.568;7.016;234.13;24.83
286;8;4.91;1;0.3;1.2;77.6;38.5;19.9;1.53;17.3;12.9;3.7;49.05;12.45;0.12;0.42;0.57;-0.26;0.49;0.22;0.14;0.45;Muy bajo;613002;9421320;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;64.82;18.59;1.51;5.03;3.49;43;12.33;55.33;57.69;682.5;-624.81;0.02352285;NA;NA;16.08;193;18.38;29.77;24.08;7.25;186;206.66;112;-0.939;3.02;7.36;235.42;24.9
287;7.7;5.7;0.8;0.3;2.2;111.6;62.5;19.1;1.43;18;11.4;4.6;15.05;22.45;0.46;0.47;0.66;-0.28;0.54;0.4;0.28;1.44;Bajo;613985;9420810;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;59.69;24.08;1.57;4.19;2.48;38;15.33;53.33;52.72;638.94;-586.22;0;NA;NA;16.08;193;18.39;29.77;24.07;6.7;169;76.02;115;-0.551;1.949;7.461;237.11;24.9
288;7.9;10.78;0.5;0.3;1.6;77.1;60.5;18.3;1.45;17.9;11;4.5;19.05;20.45;0.57;0.41;0.58;-0.3;0.48;0.35;0.21;1.24;Bajo;614434;9420750;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;60.11;24.59;1.64;2.73;2.44;36.67;15;51.67;44.65;617.7;-573.05;0;NA;NA;16.08;193;18.39;29.77;24.07;5.14;172;108.36;115;-2.306;2.159;7.742;238.41;24.9
289;7.7;19.43;0.4;2.5;2.5;514.9;58.5;24.8;1.42;17.2;14.2;5.7;15.05;26.45;0.69;0.12;0.14;-0.35;0.14;0.02;-0.06;0.52;Medio;614600;9426090;Piura;Morropon;Buenos Aires;Banano;Silty loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;57.26;22.98;10.08;1.61;2.49;5.68;2.28;7.96;146.39;796.12;-649.73;0;NA;NA;19;228;18.33;29.95;24.14;2.29;183;225.12;133;0.633;1.305;8.668;252.91;24.9
290;7.7;26.44;1.8;0.9;1.8;184;52.5;26.7;1.49;17.3;18.1;4.9;33.05;14.45;0.37;0.21;0.28;-0.18;0.3;0.1;0.03;0.15;Bajo;613002;9421284;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;67.79;18.35;3.37;6.74;3.69;20.11;5.44;25.56;111.93;950.94;-839.01;1.78378093;NA;NA;16.08;193;18.38;29.77;24.08;2.29;183;225.12;111;-0.959;2.864;8.502;234.98;24.9
291;7.8;4.38;1.3;0.3;1.9;81.5;50.65;29.6;1.49;16.8;19.1;7.9;34.98;14.38;0.36;0.5;0.71;-0.27;0.58;0.4;0.27;1.38;Muy bajo;612375;9421303;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;64.53;26.69;1.01;4.39;2.42;63.67;26.33;90;78.53;1075.44;-996.91;0;NA;NA;16.17;194;18.35;29.78;24.06;3.24;180;180;117;0.122;1.457;8.201;234.2;24.9
292;7.7;6.63;0.8;0.8;2.9;160.2;62.65;26.7;1.43;17.4;17.2;6.9;14.98;22.38;0.59;0.55;0.81;-0.25;0.62;0.42;0.3;1.47;Medio;613690;9420394;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;64.42;25.84;3;3;2.49;21.5;8.63;30.13;84.93;962.54;-877.61;0;NA;NA;16.08;193;18.39;29.77;24.07;4.59;174;45.12;121;0.612;1.904;7.88;234.18;24.9
293;7.6;10.79;0.8;0.2;2.1;63.9;60.65;17.4;1.44;17.6;10.3;4.6;16.98;22.38;0.46;0.42;0.59;-0.22;0.47;0.37;0.26;1.31;Bajo;614232;9420640;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;59.2;26.44;1.15;4.6;2.24;51.5;23;74.5;47.12;589.34;-542.22;0;NA;NA;16.08;193;18.39;29.77;24.07;1.63;177;90;114;-2.02;1.696;8.882;237.46;24.9
294;7.9;7.63;0.3;0.5;2.5;102.8;66.65;21.8;1.42;18;13;6.5;8.98;24.38;0.61;0.39;0.54;-0.27;0.46;0.37;0.24;1.28;Bajo;613599;9420640;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;59.63;29.82;2.29;1.38;2;26;13;39;54.05;761.54;-707.49;0;NA;NA;16.08;193;18.39;29.77;24.07;1.62;180;108.36;118;0.959;1.428;8.895;234.72;24.9
295;7.5;4.76;0.9;0.2;1.1;71.6;62.65;18.4;1.44;17.9;10.6;5.7;14.98;22.38;0.44;0.53;0.78;-0.26;0.6;0.45;0.33;1.67;Muy bajo;614114;9420539;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;57.61;30.98;1.09;4.89;1.86;53;28.5;81.5;51.79;632.72;-580.93;0;NA;NA;16.08;193;18.39;29.77;24.07;1.62;180;134.88;115;-1.98;1.571;8.894;236.84;24.9
296;7.8;3.76;0.3;1.8;3.2;430.5;62.65;27.5;1.42;17.7;15.2;8.2;12.98;24.38;0.69;0.52;0.77;-0.27;0.6;0.34;0.21;1.2;Medio;613725;9420603;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;55.27;29.82;6.55;1.09;1.85;8.44;4.56;13;117.64;907.74;-790.1;0;NA;NA;16.08;193;18.39;29.77;24.07;3.62;183;206.66;116;-1.408;1.211;8.092;235.59;24.9
297;7.7;5.47;0.4;1.8;2.8;475.4;60.22;25.3;1.42;17.7;13.7;6.9;13.84;25.94;0.68;0.52;0.77;-0.27;0.6;0.35;0.23;1.2;Medio;613708;9420625;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;54.15;27.27;7.11;1.58;1.99;7.61;3.83;11.44;116.43;805.32;-688.89;0;NA;NA;16.08;193;18.39;29.77;24.07;4.59;174;134.88;117;-0.327;1.252;7.856;235.59;24.9
298;7.7;10.61;0.4;0.4;2.8;87.4;64.22;22.75;1.42;17.7;13.2;6.5;11.84;23.94;0.67;0.33;0.46;-0.27;0.39;0.42;0.3;1.48;Medio;613717;9420552;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;58.02;28.57;1.76;1.76;2.03;33;16.25;49.25;52.25;770.62;-718.37;0;NA;NA;16.08;193;18.39;29.77;24.07;1.63;183;270;116;-1.939;1.531;8.898;235.27;24.9
299;7.6;6.69;3.7;0.5;2.5;112.6;74.22;30.65;1.44;17.4;17;7.2;11.84;13.94;0.36;0.5;0.73;-0.24;0.58;0.44;0.32;1.57;Bajo;613741;9420443;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;55.46;23.49;1.63;12.07;2.36;34;14.4;48.4;144.24;966.56;-822.32;8.06912067;NA;NA;16.08;193;18.39;29.77;24.07;3.62;177;26.66;117;-1.939;1.845;8.105;234.94;24.9
300;7.8;8.69;0.3;0.3;1.8;76.8;62.22;18.6;1.45;17.6;10.5;5.3;17.84;19.94;0.58;0.49;0.71;-0.24;0.55;0.44;0.32;1.53;Bajo;614333;9420591;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;56.45;28.49;1.61;1.61;1.98;35;17.67;52.67;40.51;616.44;-575.93;0;NA;NA;16.08;193;18.39;29.77;24.07;5.12;183;341.49;114;-2.02;1.79;7.735;237.39;24.9
301;7.8;9.68;0.3;0.3;2.4;81.6;62.22;24.4;1.44;17.6;14.9;6.4;15.84;21.94;0.68;0.5;0.74;-0.24;0.57;0.37;0.24;1.26;Bajo;614142;9420728;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;61.07;26.23;1.23;1.23;2.33;49.67;21.33;71;46.78;844.14;-797.36;0;NA;NA;16.08;193;18.39;29.77;24.07;4.86;180;180;118;1.898;1.729;7.788;237.52;24.9
302;7.5;9.58;0.2;0.9;2.3;253.7;76.22;20;1.49;17.9;10.6;6.3;21.84;1.94;0.42;0.36;0.5;-0.24;0.42;0.25;0.12;0.95;Medio;614528;9420678;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;53;31.5;4.5;1;1.68;11.78;7;18.78;66.81;648.36;-581.55;0;NA;NA;16.33;196;18.4;29.78;24.09;1.63;183;270;117;-0.102;1.568;8.891;238.32;24.9
303;7.9;8.55;0.3;0.6;0.9;122.7;50.22;21.2;1.49;15.9;12.5;5.8;33.84;15.94;0.5;0.52;0.74;-0.29;0.59;0.44;0.32;1.59;Bajo;614678;9420542;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;58.96;27.36;2.83;1.42;2.16;20.83;9.67;30.5;56.86;720.24;-663.38;0;NA;NA;16.33;196;18.4;29.78;24.09;3.62;183;333.34;117;-2.612;2.497;8.111;238.21;24.9
304;7.9;10.43;1.5;1;1.7;196.8;62.22;35.5;1.44;16.9;23.1;7.9;15.84;21.94;0.49;0.51;0.75;-0.26;0.58;0.36;0.23;1.21;Bajo;613617;9420409;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;65.07;22.25;2.82;4.23;2.92;23.1;7.9;31;119.03;1256.5;-1137.47;0;NA;NA;16.08;193;18.39;29.77;24.07;1.63;183;270;122;1.612;1.601;8.918;234.51;24.9
305;7.7;9.36;0.3;0.3;2.1;72.7;62.22;21.3;1.43;18;12.7;6;13.84;23.94;0.66;0.46;0.67;-0.27;0.52;0.39;0.27;1.4;Bajo;614093;9420828;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;59.62;28.17;1.41;1.41;2.12;42.33;20;62.33;43.9;734.34;-690.44;0;NA;NA;16.08;193;18.39;29.77;24.07;8.11;189;216.99;117;0.612;1.771;7.278;237.54;24.9
306;7.6;6.58;0.2;0.4;1.9;115.2;58.22;12.9;1.47;17.9;7.1;3.2;25.84;15.94;0.52;0.26;0.36;-0.31;0.32;0.2;0.1;0.85;Bajo;614461;9420617;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Non salt afected soil;55.04;24.81;3.1;1.55;2.22;17.75;8;25.75;35.54;406.66;-371.12;0;NA;NA;16.08;193;18.39;29.77;24.07;3.24;180;108.36;119;1.327;1.671;8.207;238.04;24.9
307;7.7;6.75;2;0.6;2.2;175.6;68.22;24.6;1.42;17.1;14;6;7.84;23.94;0.41;0.48;0.69;-0.2;0.54;0.42;0.3;1.44;Bajo;614872;9420512;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;56.91;24.39;2.44;8.13;2.33;23.33;10;33.33;101.2;796.2;-695;2.81454177;NA;NA;16.17;194;18.39;29.78;24.09;3.63;174;63.53;121;-0.041;2.089;8.12;238.76;24.9
308;7.6;4.68;0.3;0.4;2.8;99.4;62.22;22.5;1.42;17.7;14.5;5.3;11.84;25.94;0.72;0.55;0.79;-0.26;0.62;0.24;0.1;1.05;Medio;613807;9420796;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;64.44;23.56;1.78;1.33;2.74;36.25;13.25;49.5;49.01;796.54;-747.53;0;NA;NA;16.08;193;18.39;29.77;24.07;3.63;174;63.53;114;-1.041;1.807;8.069;236.35;24.9
309;7.6;8.43;0.1;0.9;2.8;243.7;66.22;22.6;1.42;17.7;15.3;5.3;9.84;23.94;0.74;0.33;0.46;-0.27;0.39;0.37;0.23;1.36;Alto;613725;9420580;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;67.7;23.45;3.98;0.44;2.89;17;5.89;22.89;67.31;832.68;-765.37;0;NA;NA;16.08;193;18.39;29.77;24.07;3.25;186;270;116;-1.673;1.346;8.203;235.27;24.9
